X,Y,OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,ACCESSIBLE,BUSPADID,FDMID,FCODE,SOURCE,SACC,ADDDATE,MODDATE
-63.610977600050923,44.708702901361235,425671,BS395,7250,Yes,Mosher Dr Before Gurholt Dr (7250),Non-Standard,CPD913,200002956,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617563099991465,44.644535900759095,425672,BS2040,6398,Yes,Chebucto Rd After Philip St (6398),Accessible,CPD1980,300001658,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.596571599910504,44.661251100435003,425673,BS301,6782,Yes,Gottingen St Before Russell St (6782),Accessible,CPD719,300000553,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.567058300158699,44.607706300372428,425674,BS1903,8106,Yes,Purcells Cove Rd After Military Rd (8106),Non-Standard,CPD2116,300003051,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.621552299877635,44.631709801052892,425675,BS2283,6517,Yes,Cowie Hill Rd Before Limerick Rd (6517),Non-Standard,CPD2339,300002297,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.652359799764312,44.66061050046843,425676,BS2079,6603,Yes,Dunbrack St After Clayton Park Dr (6603),Accessible,CPD376,700005243,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.62846160025726,44.636451300838118,425677,BS1691,6662,Yes,Fenwood Rd After Shady Ln (6662),Non-Standard,CPD1947,300002134,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.580855399741665,44.633239100499949,425678,BS624,6960,Yes,Inglis St Opposite SMU (6960),Accessible,CPD1080,300002245,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.608509700691684,44.646654600800154,425679,BS2049,6407,Yes,Chebucto Rd Before Newton Ave (6407),Accessible,CPD307,300001519,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.533684499456541,44.693480601103431,425680,BS532,6357,Yes,Caledonia Rd After Dumbarton Ave (6357),Accessible,CPD858,200001661,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.598208699565753,44.700454700893374,425681,BS1535,7152,Yes,MacDonald Ave At Civic 25 (7152),Non-Standard,CPD1709,200000707,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.48123230030982,44.655304100853698,425682,BS1486,6054,Yes,Astral Dr Before Brookfield Ave (6054),Non-Standard,CPD1784,200002992,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.532364700929328,44.68361380132643,425683,BS2123,8483,Yes,Weyburn Rd After Main St (8483),Non-Standard,CPD2292,200002271,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.623291234350113,44.608236564709834,425684,BS1845,8231,Yes,Rockingstone Rd At Civic 25 (8231),Non-Standard,CPD1907,300003338,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,2016-11-22T00:00:00.000Z
-63.61121929986296,44.704119001526117,425685,BS846,6005,Yes,Akerley Blvd After Windmill Rd (6005),Accessible,CPD1259,700004316,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.673214000438932,44.777525500685606,425686,BS2023,6682,Yes,First Lake Dr After Lakehead Ct (6682),Non-Standard,CPD1965,100000655,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.377095154897191,44.737315216184719,425687,BS1430,8781,Yes,Hwy 7 At Civic 3372 (8781),Non-Standard,CPD1664,400000277,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.610030499060365,44.71205010042614,425688,BS2407,7447,Yes,Pettipas Dr After Vidito Dr (7447),Non-Standard,CPD2384,200002958,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.492994500178597,44.677060400875817,425689,BS2065,6424,Yes,Circassion Dr Before Savona Ct (6424),Non-Standard,CPD2002,700000499,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.5827373999063,44.653237801530381,425690,BS2329,6507,Yes,Cornwallis St Before Brunswick St (6507),Accessible,CPD2436,300001022,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.690917299169058,44.782225101397927,425691,BS521,6748,Yes,Glendale Dr Before Beaver Bank Rd (6748),Accessible,CPD851,100000596,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.582346400094039,44.656311601101869,425692,BS2164,6573,Yes,Valour Way After Rainbow Gate (6573),Accessible,CPD353,700006572,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.465001599943477,44.746219901201044,425693,BS153,8281,Yes,Simmonds Rd Before North Preston Rd (8281),Inaccessible,CPD649,700003161,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.458651500828196,44.695935901183745,425694,BS121,8934,Yes,Ross Rd At Civic 163 (8934),Non-Standard,CPD521,200003019,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.601378399655871,44.711193300546874,425695,BS843,6002,Yes,Akerley Blvd After Joseph Zatzman Dr (6002),Accessible,CPD1257,700004270,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.721914799026557,44.794685300272683,425696,BS53,7324,Yes,Sackville Dr Opposite Wilson Lake Dr (7324),Inaccessible,CPD561,100001355,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.654321799396577,44.662448800925759,425697,BS996,8647,Yes,Dunbrack St After Lacewood Dr (8647),Accessible,CPD1217,700005241,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.453627699551205,44.684630801288591,425698,BS1612,8761,Yes,Ross Rd Before Greenvale Cr (8761),Inaccessible,CPD1629,200000044,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.598384100116554,44.667923401131524,425699,BS2080,6119,Yes,Barrington St Opposite Richmond St (6119),Accessible,CPD2256,700006222,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.681343399823994,44.716075900774214,425700,BS280,6784,Yes,Hammonds Plains Rd After Doyle St (6784),Non-Standard,CPD701,100000397,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.480068800557198,44.676611201082771,425701,BS1467,6035,Yes,Arklow Dr After John Stewart Dr (6035),Non-Standard,CPD2502,200001668,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.629473499424236,44.647867801151442,425702,BS982,7011,Yes,Joseph Howe Dr After Murdoch Ave (7011),Accessible,CPD169,300001450,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.578775100071326,44.579098501571295,425703,BS2477,6883,Yes,Herring Cove Rd At Civic 865 (6883),Non-Standard,CPD2322,300002805,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.632666600627502,44.633612801126269,425704,BS1310,8804,Yes,Walter Havill Dr Before Ridgepark Ln (8804),Accessible,CPD1481,700002097,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.497117099884449,44.679449601216163,425705,BS2068,6427,Yes,Circassion Dr Before Kirtland Ct (6427),Accessible,CPD2005,200001564,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.549780899891282,44.655668800762747,425706,BS2424,7464,Yes,Pleasant St After Acadia St (7464),Accessible,CPD416,200000691,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.513404200077581,44.625419400562521,425707,BS2300,7490,Yes,Main Rd Before Hines Rd (7490),Non-Standard,CPD2349,200003117,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.57195509941743,44.671031000788361,425708,BS891,8393,Yes,Thistle St Before Victoria Rd (8393),Accessible,CPD1133,200000531,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.624078199861508,44.64097670053517,425709,BS457,6158,Yes,St Margarets Bay Rd After Crown Dr (6158),Accessible,CPD797,300001936,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.497377899676039,44.614271501021925,425710,BS1899,8014,Yes,Main Rd After Alex Lane (8014),Accessible,CPD2113,200002653,Conventional Transit Bus Stop,05/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.664215600492419,44.698591600858357,425711,BS1007,7124,Yes,Larry Uteck Blvd At Civic 54 (7124),Accessible,CPD1316,700005519,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.319398449187958,44.739838102804619,425712,BS1433,8783,Yes,Hwy 7 After Davidsons Rd (8783),Inaccessible,CPD1666,400000285,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.575880399442482,44.680609101049562,425713,BS1169,8586,Yes,Woodland Ave Before Frederick St (8586),Accessible,CPD1399,200002034,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.58652999989927,44.583495701392728,425714,BS907,6913,Yes,Herring Cove Rd After Barry Cr (6913),Non-Standard,CPD1146,300002791,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.616516499803396,44.613767701353389,425715,BS2457,6863,Yes,Herring Cove Rd After Hartlen Ave (6863),Accessible,CPD390,300002577,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.584367100138557,44.690700401033745,425716,BS922,6928,Yes,Highfield Park Dr At Civic 15 (6928),Accessible,CPD1155,700004087,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.648275999193892,44.656803001134236,425717,BS418,6759,Yes,Glenforest Dr After Willett St (6759),Non-Standard,CPD90,300000811,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.616820000113719,44.641355401402961,425718,BS653,8139,Yes,Quinpool Rd At Civic 7137 (8139),Accessible,CPD1100,300001935,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.598205899516998,44.652359701091854,425719,BS140,7358,Yes,North St Before Windsor St (7358),Accessible,CPD19,300001079,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.559543199307626,44.668632700847624,425720,BS1936,8051,Yes,Portland St After Pleasant St (8051),Accessible,CPD2027,200000760,Conventional Transit Bus Stop,23/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.535946199525462,44.68721820157991,425721,BS953,8160,Yes,Raymoor Dr After Strath Ln (8160),Inaccessible,CPD1181,200002420,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.673049899796098,44.726821900840449,425722,BS661,7192,Yes,Meadowbrook Dr Before Douglas Dr (7192),Non-Standard,CPD997,100001118,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.616461300125813,44.649920901283856,425723,BS2482,6620,Yes,East Perimeter Rd Before Parkade (6620),Accessible,CPD2325,700006176,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.602986100146815,44.660076601480732,425724,BS1747,8218,Yes,Robie St Before Young St (8218),Accessible,CPD1829,300000619,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.737918300186202,44.653356100674841,425725,BS1973,6624,Yes,Eisener St Opposite Wedgewood Ave (6624),Non-Standard,CPD2055,300002774,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.498422999677587,44.684418401485047,425726,BS1464,8487,Yes,Wildwood Blvd Before Gregory Dr (8487),Non-Standard,CPD1766,200001514,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.547469200491946,44.651733301089351,425727,BS2293,7482,Yes,Pleasant St After Mt Hope Centre (7482),Accessible,CPD399,200000156,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.680979200349931,44.830649600983278,425728,BS137,8719,Yes,Beaver Bank Rd Before Meadow Dr (8719),Inaccessible,CPD537,100000406,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.578170700073436,44.633210801187232,425729,BS903,8408,Yes,Tower Rd Before Inglis St (8408),Accessible,CPD1142,300002281,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.521902799857898,44.632233101289053,425730,BS1887,8001,Yes,Main Rd After Corsair Dr (8001),Non-Standard,CPD342,200000221,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.689024600069402,44.864291400607812,425731,BS2639,8128,Yes,Beaver Bank Rd After Birch Rd (8128),Inaccessible,CPD2476,100000743,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.619704200335171,44.63723650106293,425732,BS2504,8086,Yes,Purcells Cove Rd After Anchor Dr (8086),Accessible,CPD396,300002100,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.583694899794594,44.652354501164531,425733,BS306,6790,Yes,Gottingen St After Cornwallis St (6790),Accessible,CPD723,300001055,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.647211100323496,44.674945800620954,425734,BS2378,6250,Yes,Bedford Hwy Before Flamingo Dr (6250),Non-Standard,CPD2363,300003522,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.257377998404351,44.690147607512984,425735,BS1448,8797,Yes,Hwy 207 After Conrod Rd (8797),Inaccessible,CPD1681,400000113,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.258140836065536,44.686368808720907,425736,BS5,8900,Yes,Hwy 207 Before Grand Desert Station Rd (8900),Inaccessible,CPD467,400000113,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.601862100215548,44.705319600914414,425737,BS1703,6674,Yes,Fielding Ave After Moore Rd (6674),Non-Standard,CPD1958,200002617,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.548233200573108,44.701247001228012,425738,BS2206,8447,Yes,Waverley Rd Before Mountbatten Ave (8447),Non-Standard,CPD2194,200001862,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.686148099308234,44.813893801296551,425739,BS133,8715,Yes,Beaver Bank Rd At Civic 619 (8715),Inaccessible,CPD533,700006796,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.6678962003324,44.756741300655165,425740,BS32,7303,Yes,Sackville Dr After Hillcrest Ave (7303),Accessible,CPD7,100001736,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.667467600635618,44.681352501125659,425741,BS1193,7023,Yes,Kearney Lake Rd After Wedgewood Ave (7023),Non-Standard,CPD1279,700005271,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.642756199421001,44.662944101371338,425742,BS1720,7069,Yes,Lacewood Dr After Gateway Rd (7069),Accessible,CPD272,300000500,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.599637500567844,44.686234000799665,425743,BS1713,8078,Yes,Princess Margaret Blvd Before Windmill Rd (8078),Non-Standard,CPD1808,200000253,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.58495860032896,44.678781200580261,425744,BS721,6018,Yes,Albro Lake Rd After Chapman St (6018),Accessible,CPD1044,700004588,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.5271548001665,44.873688400938086,425745,BS1233,9011,No,Barnes Dr After Baldwin Dr (9011),Non-Standard,CPD1591,100001849,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.574756000659228,44.648806200323691,425746,BS2183,6106,Yes,Barrington St Before Duke St (6106),Accessible,CPD2180,300001389,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.542870199038113,44.723223401515924,425747,BS2115,8474,Yes,Waverley Rd After Craigburn Dr (8474),Non-Standard,CPD2285,200003055,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.576399199875254,44.638571300952712,425748,BS234,8295,Yes,South St After South Park St (8295),Accessible,CPD669,300002029,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.59063550017369,44.676096800832198,425749,BS1927,8509,Yes,Windmill Rd After Albro Lake Rd (8509),Accessible,CPD347,700006220,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.680921900411221,44.830362601032334,425750,BS339,8749,Yes,Beaver Bank Rd After Meadow Dr (8749),Non-Standard,CPD614,100000406,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.493612700095873,44.691992601308549,425751,BS706,8376,Yes,Taranaki Dr After Greely Ct (8376),Non-Standard,CPD1032,200002375,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.654433500410576,44.737628500729841,425752,BS780,6245,Yes,Bedford Hwy After River Ln (6245),Accessible,CPD2517,100001806,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.671491500644571,44.777377700884585,425753,BS188,6696,Yes,First Lake Dr Before Lakehead Ct (6696),Accessible,CPD50,100000656,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.620228000790824,44.663006000930771,425754,BS1219,7045,Yes,Kempt Rd After Lady Hammond Rd (7045),Non-Standard,CPD1303,700004938,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.587112200729834,44.684998101388587,425755,BS2414,7454,Yes,Pinecrest Dr At Civic 122 (7454),Accessible,CPD2391,200000046,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.49941440018808,44.667410000917833,425756,BS427,6338,Yes,Caldwell Rd After Wexford Rd (6338),Accessible,CPD771,200002987,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.624073700200242,44.610192201285997,425757,BS1105,7393,Yes,Old Sambro Rd Before Sussex St (7393),Inaccessible,CPD1350,300002579,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.612294600326045,44.653681001115167,425758,BS785,6201,Yes,Bayers Rd Before Connolly St (6201),Accessible,CPD956,300000991,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.62292569997954,44.613781600921577,425759,BS1103,7391,Yes,Old Sambro Rd Before Civic 120 (7391),Accessible,CPD1348,300002579,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.695206900177816,44.777348000846992,425760,BS570,6215,Yes,Beaver Bank Rd After Douglas Ave (6215),Non-Standard,CPD969,100001006,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.575321499113755,44.670872401160089,425761,BS1607,7616,Yes,Bridge Terminal Bay 16 (7616),Accessible,CPD239,700010359,Terminal,06/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.681234199719754,44.821623401195545,425762,BS135,8717,Yes,Beaver Bank Rd After Grove Ave (8717),Inaccessible,CPD535,100000401,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
