X,Y,OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,ACCESSIBLE,BUSPADID,FDMID,FCODE,SOURCE,SACC,ADDDATE,MODDATE
-63.598568499989874,44.652286100701254,424848,BS1149,8566,Yes,Windsor St At North St (8566),Accessible,CPD1382,300001080,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.589156799554168,44.639512101096933,424849,BS1562,6454,Yes,Coburg Rd Before Henry St (6454),Accessible,CPD1731,300001987,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.575314600052359,44.674069001196997,424850,BS349,7197,Yes,Victoria Rd Before Garden Dr (7197),Non-Standard,CPD624,200000444,Conventional Transit Bus Stop,05/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.664389799995682,44.655033800817286,424851,BS360,9088,Yes,Thomas Raddall Dr Before Regency Park Dr (9088),Non-Standard,CPD635,700010385,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.588387999774461,44.635757701323428,424852,BS255,8316,Yes,South St After Cartaret St (8316),Accessible,CPD682,300002133,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.665430800086284,44.659003300608795,424853,BS358,9086,Yes,Thomas Raddall Dr After Lacewood Dr (9086),Accessible,CPD633,700006590,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617944500406587,44.61200100053162,424854,BS2451,6857,Yes,Herring Cove Rd After Denitith Rd (6857),Accessible,CPD385,700005159,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.709388900012257,44.784400300404968,424855,BS490,7226,Yes,Millwood Dr After Kindling Cr (7226),Accessible,CPD824,100001637,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.577711799303806,44.651202601296127,424856,BS1252,8639,Yes,Cogswell St After Albemarle St (8639),Accessible,CPD1603,300001162,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.636581399346895,44.661326500866167,424857,BS1543,7063,Yes,Lacewood Dr After Vimy Ave (7063),Accessible,CPD1715,300000563,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.588793699618009,44.644375900521695,424858,BS852,8179,Yes,Robie St After Veterans Memorial Ln (8179),Accessible,CPD181,700004839,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.689191800798291,44.781290301124777,424859,BS510,6737,Yes,Glendale Dr Opposite Smokey Dr (6737),Non-Standard,CPD69,100000597,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.681228799946567,44.718348001419479,424860,BS690,6140,Yes,Basinview Dr Before Glen Moir Terr (6140),Non-Standard,CPD1022,100000524,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.584149400615956,44.636670400956568,424861,BS235,8296,Yes,South St After Robie St (8296),Accessible,CPD26,300002094,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.466850700209143,44.704164000701226,424862,BS484,7106,Yes,Lake Major Rd After Main St (7106),Non-Standard,CPD818,200001585,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.571429299311951,44.627014700431396,424863,BS738,8022,Yes,Point Pleasant Dr After Young Ave (8022),Accessible,CPD1057,300002403,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.649961400363651,44.653108500451104,424864,BS2272,6597,Yes,Dunbrack St After Main Ave (6597),Accessible,CPD371,700005228,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.548314000439646,44.708988901478129,424865,BS2211,8452,Yes,Waverley Rd After Breeze Dr (8452),Non-Standard,CPD2199,200001636,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.693115599738505,44.638062000844144,424866,BS463,6164,Yes,St Margarets Bay Rd Opposite Boylan Ln (6164),Inaccessible,CPD64,700002252,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.547679400878557,44.69868780093212,424867,BS1033,8441,Yes,Waverley Rd Before Montebello Dr (8441),Accessible,CPD217,200001861,Conventional Transit Bus Stop,30/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.627467400596366,44.62846590081795,424868,BS702,8371,Yes,Tamarack Dr After Mountain Rd (8371),Accessible,CPD1029,300003422,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.667208499558221,44.768047901066033,424869,BS522,6749,Yes,Glendale Dr Before Chandler Dr (6749),Non-Standard,CPD72,100000445,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.488701599657809,44.680151101368821,424870,BS1475,6043,Yes,Arklow Dr Before Civic 238 (6043),Non-Standard,CPD1774,200001675,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.469586599356994,44.607071700865824,424871,BS429,6340,Yes,Caldwell Rd Before Seabreeze Dr (6340),Accessible,CPD2548,200000192,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.49301549919668,44.696650200848822,424872,BS928,6934,Yes,Hillsboro Dr After Main St (6934),Inaccessible,CPD1159,200000028,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.615743300075408,44.660932000650782,424873,BS1150,8567,Yes,Windsor St Before Strawberry Hill St (8567),Accessible,CPD1383,300000577,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.310252899808027,44.737590001174212,424874,BS1434,8784,Yes,Hwy 7 After West Porters Lake Rd (8784),Inaccessible,CPD1667,400000668,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,2016-11-22T00:00:00.000Z
-63.537323600723653,44.681255400390057,424875,BS2235,6835,Yes,Hartlen St After Tacoma Dr (6835),Accessible,CPD2223,200002018,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.542671100031797,44.676979101374158,424876,BS162,8290,Yes,Somerset St Before Penhorn Dr (8290),Non-Standard,CPD23,200000874,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.552223500895494,44.678795301117063,424877,BS1505,8068,Yes,Prince Albert Rd After Celtic Dr (8068),Non-Standard,CPD1801,200000891,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.577542599823403,44.642928601152796,424878,BS1120,8330,Yes,Spring Garden Rd Before Dresden Row (8330),Accessible,CPD1360,300001739,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.591541899397036,44.638966701145698,424879,BS1861,6449,Yes,Coburg Rd Before Lemarchant St (6449),Accessible,CPD313,300002016,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.709416999314342,44.787363300856214,424880,BS489,7225,Yes,Millwood Dr After 2nd Highrigger Cr (7225),Accessible,CPD823,100000582,Conventional Transit Bus Stop,29/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.489184199781263,44.693169600556956,424881,BS1780,6069,Yes,Auburn Dr Before Auburn Ct (6069),Accessible,CPD1852,200001927,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.592502299945409,44.634802500861142,424882,BS163,8291,Yes,South St Before Studley Ave (8291),Accessible,CPD657,300002192,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.58467440032252,44.695517200326783,424883,BS1537,7154,Yes,MacDonald Ave Before Ilsley Ave (7154),Non-Standard,CPD1711,200000703,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.549852400398009,44.655712900793766,424884,BS2430,7470,Yes,Pleasant St Before Mawiomi Pl (7470),Non-Standard,CPD419,200000691,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.520493500382287,44.663583101245976,424885,BS667,8258,Yes,Russell Lake Dr Before 2nd Hillview Dr (8258),Accessible,CPD1003,200002823,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.616890700221511,44.613539601137369,424886,BS2250,6853,Yes,Herring Cove Rd Before Dentith Rd (6853),Accessible,CPD2238,300002588,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.668219600122882,44.682019600406868,424887,BS989,7019,Yes,Kearney Lake Rd After Grosvenor Rd (7019),Accessible,CPD1213,300000043,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.715964300194074,44.715852401175006,424888,BS1035,6067,Yes,Bluewater Rd After Larry Uteck Blvd (6067),Non-Standard,CPD1406,100001564,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.66863230053746,44.709516900338372,424889,BS2349,6284,Yes,Bedford Hwy Opposite Glenmont Ave (6284),Inaccessible,CPD2448,700001315,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.545476600647852,44.714902801519223,424890,BS2116,8476,Yes,Waverley Rd At Civic 408 (8476),Non-Standard,CPD2286,200001638,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.580142300001143,44.700300800209334,424891,BS2372,6486,Yes,Commodore Dr After Eileen Stubbs Ave (6486),Inaccessible,CPD2359,700004098,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.700166099111151,44.637123501373502,424892,BS455,6156,Yes,St Margarets Bay Rd After Greenhead Rd (6156),Non-Standard,CPD60,700006838,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.643513799005746,44.726444400959174,424893,BS2145,6552,Yes,Dartmouth Rd After Eaglewood Dr (6552),Inaccessible,CPD2152,700006599,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.478973700326939,44.653135800827549,424894,BS1483,6051,Yes,Astral Dr Before Stratford Dr (6051),Inaccessible,CPD1781,200002919,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.466375100656705,44.601164101247882,424895,BS435,6346,Yes,Caldwell Rd Before Shore Rd (6346),Accessible,CPD2547,200001797,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.653829099514375,44.679991000743321,424896,BS2344,6279,Yes,Bedford Hwy After Torrington Dr (6279),Accessible,CPD2536,700003798,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.717425599548207,44.648237500793073,424897,BS448,6149,Yes,St Margarets Bay Rd At Civic 1939 (6149),Non-Standard,CPD790,300003491,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.602920500673179,44.649337800780202,424898,BS638,7411,Yes,Oxford St After North St (7411),Accessible,CPD145,300001338,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.517364200225437,44.683773901521448,424899,BS403,7258,Yes,Mt Edward Rd After Brigadoon Ave (7258),Accessible,CPD921,200000043,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.676286800157676,44.683061400681495,424900,BS815,9034,Yes,Parkland Dr After Kearney Lake Rd (9034),Accessible,CPD1233,300003672,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.585944699880947,44.689632800566613,424901,BS921,6927,Yes,Highfield Park Dr After True North Cr (6927),Accessible,CPD161,200000666,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.577098399085088,44.638382600758113,424902,BS239,8300,Yes,South St Before South Park St (8300),Accessible,CPD672,300002029,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.552876999213545,44.661236400767457,424903,BS2296,7485,Yes,Pleasant St Before Southdale St (7485),Accessible,CPD401,200000147,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.640152199906311,44.659684600704118,424904,BS419,6760,Yes,Glenforest Dr Before Platueau Cr (6760),Accessible,CPD931,300003034,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.483455200344999,44.665431200864532,424905,BS1576,6468,Yes,Colby Dr Before Balsam Pl (6468),Accessible,CPD1743,200002947,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.584773199732403,44.657940800453474,424906,BS2162,6571,Yes,Valour Way After Centre Gate (6571),Accessible,CPD352,700006386,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.551095200728959,44.65874810150396,424907,BS2290,7479,Yes,Pleasant St Before Cuisack St (7479),Accessible,CPD2345,200000153,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.419342099852528,44.725918500607058,424908,BS113,8926,Yes,Upper Partridge River Rd Before Civic 103 (8926),Inaccessible,CPD513,400000484,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.66329599962765,44.660652300972984,424909,BS2609,9105,Yes,Lacewood Terminal Bay 5 (9105),Accessible,,700010368,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.70745239995766,44.726553101055472,424910,BS1039,6622,Yes,Bluewater Rd Before Hammonds Plains Rd (6622),Non-Standard,CPD1410,100001558,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.682739300028821,44.724876001422594,424911,BS440,6141,Yes,Basinview Dr Opposite Granville Rd (6141),Non-Standard,CPD782,100001098,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.571872299901067,44.67103950057291,424912,BS889,8389,Yes,Thistle St After Victoria Rd (8389),Accessible,CPD154,200000531,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.637858700374643,44.658017800734768,424913,BS1458,7167,Yes,Main Ave At Flint St (7167),Accessible,CPD260,300003355,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.631492599569206,44.658771501468671,424914,BS2666,6615,Yes,Dutch Village Rd Before Deal St (6615),Accessible,CPD2064,300000708,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.544407999820159,44.67185190109646,424915,BS2404,7444,Yes,Peddars Way Before 2nd Bow St (7444),Accessible,CPD2382,200000121,Conventional Transit Bus Stop,29/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.705276400963463,44.89104430111334,424916,BS68,8732,Yes,Beaver Bank Rd At Civic 2661 (8732),Inaccessible,CPD576,100000832,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.574031099750833,44.670166001126084,424917,BS1601,7610,Yes,Bridge Terminal Bay 10 (7610),Accessible,CPD1626,700010359,Terminal,06/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.587621490698709,44.695347374550494,424918,BS1561,7149,Yes,MacDonald Ave At Civic 65 (7149),Non-Standard,CPD1730,200000704,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.258773400942523,44.707676900752027,424919,BS6,8901,Yes,Hwy 207 Before Bellefontaine Rd (8901),Inaccessible,CPD468,400000112,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.483849000205993,44.689983900694109,424920,BS2013,6078,Yes,Auburn Dr Before 2nd Serocco Cr (6078),Non-Standard,CPD2091,200001930,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.486852299966138,44.681424101173086,424921,BS1468,6036,Yes,Arklow Dr After Lanarkshire Ct (6036),Non-Standard,CPD1767,200001674,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.266877155222851,44.725734894460153,424922,BS1444,8793,Yes,Hwy 207 At Bellefontaine Rd (8796),Inaccessible,CPD1677,400000103,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.669090800658481,44.636448100890391,424923,BS1202,7119,Yes,Lakelands Blvd After St Margarets Bay Rd (7119),Non-Standard,CPD190,300002707,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.657484899564295,44.670215200934237,424924,BS191,6699,Yes,Flamingo Dr After Nightingale Dr (6699),Accessible,CPD740,300000233,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.630319599234134,44.649373801451475,424925,BS1983,6612,Yes,Joseph Howe Dr Before Mumford Rd (6612),Accessible,CPD2065,300003431,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.594451300057187,44.650350800983375,424926,BS1971,6545,Yes,Cunard St Opposite Hunter St (6545),Accessible,CPD2053,300001268,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.507449499824503,44.663418801192179,424927,BS1337,8836,Yes,Portland Hills Dr After Waterside Terr (8836),Accessible,CPD1508,700000559,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.488518699971003,44.68657020155878,424928,BS2014,6079,Yes,Auburn Dr Before Civic 426 (6079),Non-Standard,CPD2092,200002894,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.61274179964078,44.599750700948164,424929,BS169,6795,Yes,Greystone Dr Opposite Cranberry Ct (6795),Accessible,CPD44,700001893,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.592305400014908,44.632545901127465,424930,BS794,6210,Yes,Beaufort Ave Before Oakland Rd (6210),Accessible,CPD964,700005122,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.589711599971949,44.651335200332198,424931,BS1969,6543,Yes,Cunard St After June St (6543),Accessible,CPD2051,300001196,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.743117599930336,44.658628700898099,424932,BS836,6976,Yes,James St At Civic 30 (6976),Accessible,CPD1252,300003560,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.651038500152254,44.741651900526115,424933,BS962,8170,Yes,Riverview Cr At Civic 46 (8170),Inaccessible,CPD1189,100002281,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.678449999955696,44.679363101174133,424934,BS2305,9035,Yes,Parkland Dr Opposite Civic 767 (9035),Accessible,CPD2417,300003670,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.627568400878687,44.656300801300169,424935,BS2158,6565,Yes,Desmond Ave Before Scot St (6565),Accessible,CPD351,300000997,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.594352699174955,44.655040701569341,424936,BS322,7341,Yes,North St Before Robie St (7341),Accessible,CPD601,300000905,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.60569530046611,44.661782800865296,424937,BS1746,8217,Yes,Robie St Before Stanley St (8217),Accessible,CPD1828,300000533,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.686211399993041,44.813341300966677,424938,BS343,8753,Yes,Beaver Bank Rd After Civic 632 (8753),Inaccessible,CPD618,700006796,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.653784899707453,44.663440201353104,424939,BS1727,7077,Yes,Lacewood Dr Before Dunbrack St (7077),Accessible,CPD1817,700005245,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.6383347993904,44.661183201178851,424940,BS1719,7068,Yes,Lacewood Dr After Glenforest Dr (7068),Accessible,CPD271,300000564,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.656776900457963,44.662359301255165,424941,BS2604,6660,Yes,Lacewood Dr Before Willett St (6660),Accessible,CPD2488,700005308,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.507774000051228,44.668680700886718,424942,BS1341,8840,Yes,Portland Hills Dr After 2nd Whitehall Cr (8840),Accessible,CPD1512,700001991,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.599270299822429,44.594814800308626,424943,BS2456,6862,Yes,Herring Cove Rd After Green Acres Rd (6862),Non-Standard,CPD2304,300002665,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.604177500673835,44.666196001220804,424944,BS1992,7374,Yes,Novalea Dr Opposite Cabot Pl (7374),Accessible,CPD2072,700000639,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.595068200112244,44.654875000859434,424945,BS1170,8181,Yes,Robie St After North St (8181),Accessible,CPD1265,300000906,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.574430499709301,44.670662200931609,424946,BS1278,7604,Yes,Bridge Terminal Bay 4 (7604),Accessible,CPD1616,700010363,Terminal,06/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.563741500042482,44.676133401318367,424947,BS1955,6528,Yes,Crichton Ave Opposite Boathouse Ln (6528),Accessible,CPD2042,700006705,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.652366999761313,44.672320701230056,424948,BS589,7176,Yes,Flamingo Dr Before Swallow St (7176),Non-Standard,CPD982,300000179,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.575584900426414,44.650434900529483,424949,BS1880,6087,Yes,Barrington St After Duke St Bay 1 (6087),Accessible,CPD2501,300001319,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.665490900073742,44.776953901276592,424950,BS2025,6684,Yes,First Lake Dr After Quaker Cr (6684),Accessible,CPD1967,100000657,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.670566899756913,44.661751801242161,424951,BS1555,7432,Yes,Parkland Dr Before Bethany Way (7432),Accessible,CPD1725,300003456,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.574280400208487,44.67028240157078,424952,BS1602,7611,Yes,Bridge Terminal Bay 11 (7611),Accessible,CPD235,700010359,Terminal,06/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.684327599604586,44.700821101230801,424953,BS1387,8877,Yes,Larry Uteck Blvd Before Nine Mile Dr (8877),Accessible,CPD1556,700006890,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.538959499331369,44.670600900480089,424954,BS2489,8948,Yes,Penhorn Terminal Bay 8 (8948),Accessible,CPD2383,700010480,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.502930299310606,44.685045701467565,424955,BS1950,6523,Yes,Cranberry Cr Opposite Meridian Ct (6523),Non-Standard,CPD2038,200001504,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.485455200510408,44.708517500863586,424956,BS1590,7156,Yes,Cherry Brook Rd After Riley Rd (7156),Non-Standard,CPD1756,700007977,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.590353899891689,44.714917600562941,424957,BS1084,6008,Yes,Akerley Blvd Before Burnside Dr (6008),Non-Standard,CPD1332,700004236,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.554566899146259,44.665457500667699,424958,BS1892,8006,Yes,Pleasant St After Old Ferry Rd (8006),Accessible,CPD2106,200000768,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.57516069977958,44.670770001536049,424959,BS1606,7615,Yes,Bridge Terminal Bay 15 (7615),Accessible,CPD238,700010359,Terminal,06/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.568128800024908,44.666429000545016,424960,BS1539,7059,Yes,King St Before Ochterloney St (7059),Accessible,CPD1712,200002705,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617686900414022,44.623217800832712,424961,BS2464,6870,Yes,Herring Cove Rd After McMullen Rd (6870),Accessible,CPD2309,300002481,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.619961900040742,44.632079900926428,424962,BS2338,6516,Yes,Cowie Hill Rd After Margate Dr (6516),Accessible,CPD2439,300002277,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.647217999384871,44.654655801426543,424963,BS1753,8494,Yes,Willett St After Main Ave (8494),Non-Standard,CPD1833,300000967,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.673312699237513,44.777429400441257,424964,BS2031,6690,Yes,First Lake Dr Before Lakehead Ct (6690),Accessible,CPD1973,100000655,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.578840899869242,44.708987601010641,424965,BS1072,8858,Yes,Wright Ave After John Savage Ave (8858),Accessible,CPD1443,700006210,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.609659599950902,44.632547900749856,424966,BS972,8100,Yes,Purcells Cove Rd Opposite Pinehaven Dr (8100),Non-Standard,CPD1199,300002291,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.678532200295763,44.721692900784056,424967,BS441,6142,Yes,Basinview Dr After Roy Cr (6142),Non-Standard,CPD783,100000333,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
